V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,class,target
12.29,nan,10.92,38.45,12.71,6.76,4.62,15.10,nan,9.89,19.17,nan,24.51,12.03,10.36,4.49,16.74,40.81,18.12,5.17,46.72,44.37,13.03,nan,4.83,46.86,12.51,27.29,41.22,12.78,14.33,3.41,45.05,29.61,6.51,8.41,4,0.4167
9.99,5.91,17.73,14.02,7.97,11.82,2.81,5.71,4.19,16.51,16.15,13.50,16.27,16.59,nan,8.20,14.39,nan,11.29,1.41,28.02,59.56,11.99,14.75,4.32,41.82,13.66,36.88,46.58,11.92,12.36,4.62,43.84,46.68,12.14,7.76,4,0.3995
16.98,2.98,8.55,26.09,7.77,5.07,nan,13.00,3.72,13.29,14.98,15.64,14.44,7.96,11.31,5.65,15.19,29.39,13.11,3.36,25.56,66.82,11.24,11.34,4.31,43.91,10.69,34.36,45.36,12.89,6.55,4.06,23.63,24.39,8.44,7.46,4,0.3604
11.47,2.84,14.80,23.15,3.89,11.02,5.00,15.36,4.65,13.57,20.43,20.42,21.40,12.80,3.44,8.00,15.56,59.31,13.49,5.16,30.03,49.89,9.19,20.80,4.30,48.42,13.22,20.11,36.02,12.00,8.79,2.40,33.75,56.89,11.32,6.72,4,0.4061
13.17,4.52,10.92,25.03,12.03,8.86,3.83,10.88,3.24,20.05,13.92,23.78,19.20,14.35,5.87,4.97,8.68,45.24,14.27,5.28,38.31,66.06,12.34,14.15,3.00,51.26,10.96,39.17,39.96,10.28,10.51,3.71,37.12,27.40,5.03,11.73,1,0.4131
10.51,4.86,nan,44.64,13.13,5.16,2.53,9.57,1.54,12.45,10.60,16.96,23.54,7.22,11.20,11.32,27.14,22.12,13.42,5.84,32.10,53.81,12.67,11.33,3.67,37.04,8.86,19.88,nan,18.71,4.14,2.25,27.59,40.23,4.37,4.75,5,0.3638
14.90,7.32,12.78,49.57,11.16,8.69,4.56,14.07,4.51,13.48,14.60,10.61,35.20,11.98,10.35,5.86,12.63,43.36,10.30,4.40,28.22,60.68,18.56,12.64,0.46,43.11,2.17,36.30,68.17,18.81,17.12,5.67,34.10,18.55,5.90,6.24,3,0.4161
nan,4.46,7.06,15.82,nan,nan,nan,4.25,4.08,6.89,2.68,19.92,46.21,14.40,15.26,5.91,7.71,13.16,3.76,nan,19.86,64.88,24.87,8.91,2.76,5.14,6.45,nan,49.79,13.51,4.42,2.96,37.14,23.81,12.70,15.16,5,0.3557
12.06,1.85,8.67,nan,18.19,4.91,4.59,11.45,nan,18.05,7.21,17.07,26.24,10.84,5.41,12.80,12.05,33.77,20.72,5.73,31.02,77.27,18.63,nan,1.46,51.45,15.65,11.78,19.84,10.10,5.56,4.28,36.20,35.04,9.92,7.84,5,0.4153
21.03,nan,6.02,19.71,17.16,12.85,2.02,9.22,5.31,4.96,7.24,23.64,nan,14.04,13.33,13.05,7.10,20.92,7.36,3.86,41.16,55.50,16.97,13.26,3.67,31.24,12.47,25.65,42.33,15.07,5.51,5.64,29.76,35.15,7.88,14.34,5,0.4118
11.22,3.65,7.46,43.91,9.66,nan,3.13,20.97,0.00,9.57,21.03,15.47,41.54,11.98,10.15,3.64,16.06,51.52,6.57,5.40,35.98,34.43,16.45,15.80,3.56,33.65,14.66,27.46,48.30,15.39,13.40,2.17,35.56,nan,5.72,11.73,4,0.4026
13.13,2.20,7.57,29.91,11.25,12.91,3.31,17.25,6.86,12.01,14.60,12.01,34.97,nan,11.82,5.96,14.42,52.00,9.48,5.59,35.77,50.91,10.39,20.20,3.08,36.88,17.90,37.46,40.05,17.41,14.27,3.29,31.15,nan,11.21,11.62,1,0.4175
10.04,4.43,14.15,37.90,10.94,8.60,2.74,16.46,3.64,7.49,nan,25.56,32.79,11.54,13.44,6.20,26.55,nan,14.75,3.16,48.50,33.86,12.50,18.99,4.56,33.30,15.43,nan,16.03,8.73,9.24,3.47,42.47,46.39,6.58,9.77,2,0.3939
21.04,0.89,8.87,nan,14.88,13.28,4.63,11.48,3.66,5.62,5.24,21.92,50.99,19.00,12.92,8.48,9.96,20.12,9.15,1.63,46.17,55.53,19.03,9.62,1.02,32.27,10.23,31.61,36.98,7.94,9.76,2.21,48.58,29.03,12.51,15.38,5,0.4198
10.87,nan,9.38,13.95,14.94,14.18,3.66,9.04,4.07,11.62,9.23,nan,27.55,15.10,14.30,6.08,3.13,40.68,11.73,4.10,44.74,63.81,10.93,8.54,2.62,39.05,7.59,51.65,44.66,9.16,11.87,2.11,44.54,21.12,9.39,10.88,5,0.4139
13.09,3.16,8.66,39.73,nan,6.82,4.24,16.20,nan,13.83,20.13,13.38,27.90,14.15,5.59,10.20,nan,52.91,14.79,5.97,39.10,42.08,14.62,18.93,2.86,54.02,14.88,23.80,44.86,13.61,nan,5.87,34.38,36.39,5.99,5.04,0,0.4214
10.23,2.31,9.38,37.69,9.28,14.04,3.85,17.77,4.09,15.80,11.65,21.81,32.49,8.29,11.84,8.25,31.69,41.89,15.37,3.23,47.43,nan,13.40,10.79,4.99,38.18,13.59,37.56,23.79,13.28,nan,4.36,36.42,31.08,6.13,nan,1,0.3987
7.82,3.53,11.83,30.03,5.22,14.58,4.70,20.04,2.95,nan,12.64,0.00,40.13,15.69,8.41,8.76,5.77,49.12,4.95,6.78,26.75,55.33,13.60,12.03,4.03,28.82,10.65,32.86,65.73,19.00,12.68,2.99,39.94,35.76,8.22,9.16,3,0.3958
10.47,5.88,14.41,29.66,9.02,8.92,3.70,11.64,3.58,13.13,22.73,9.92,30.52,15.52,9.57,7.58,8.70,31.66,14.36,4.53,26.89,36.74,21.57,13.83,3.59,42.48,16.45,nan,60.29,16.31,18.05,2.42,54.03,23.10,5.30,14.74,0,0.4073
8.53,2.72,13.57,25.76,9.44,9.09,3.14,12.31,4.19,10.80,18.17,13.73,21.28,12.59,13.30,6.12,17.81,33.98,12.20,4.36,34.74,44.72,11.97,14.14,4.63,34.79,16.47,35.12,40.55,11.66,13.25,5.15,nan,34.56,7.93,10.57,4,0.3817
15.82,4.64,9.18,20.03,13.54,5.73,2.71,12.04,2.84,15.35,8.21,13.75,16.50,7.32,10.71,7.06,5.27,33.96,17.71,4.05,25.49,86.77,10.18,15.38,3.85,50.31,7.64,40.70,45.10,11.73,10.68,4.35,33.97,20.34,12.57,12.32,1,0.3997
12.34,3.27,17.06,21.46,8.00,11.83,3.47,13.53,3.49,12.83,21.91,9.93,23.70,12.05,12.28,9.17,8.26,49.01,11.94,nan,22.41,62.71,11.84,19.10,nan,47.33,9.86,37.28,57.61,11.42,16.40,1.77,31.13,34.66,nan,6.01,3,0.4053
16.09,4.98,nan,23.68,8.56,6.98,4.07,15.78,3.47,9.52,16.02,15.88,29.87,13.34,7.84,12.57,11.85,50.27,15.50,2.75,31.18,58.77,11.79,21.15,6.20,51.12,nan,26.52,44.92,6.04,nan,4.55,31.39,40.03,10.29,9.14,4,0.4158
14.88,2.53,5.56,21.56,12.36,16.35,5.41,10.71,2.27,2.52,4.50,25.70,51.93,18.80,nan,nan,12.48,18.69,8.78,5.40,44.10,39.07,22.27,10.27,2.81,6.68,8.22,36.19,32.86,14.76,7.56,4.23,42.69,23.25,9.47,14.17,5,0.3769
11.30,4.63,7.86,34.27,13.48,5.99,3.51,nan,1.78,15.17,11.36,17.53,25.02,13.55,8.44,8.14,10.24,34.56,21.28,5.18,37.60,62.42,18.66,22.30,2.45,47.02,16.17,14.22,22.53,14.81,4.70,3.17,38.01,27.34,6.24,6.92,5,0.3997
17.45,3.10,9.28,27.80,16.33,13.42,2.33,10.80,1.61,4.84,6.52,17.90,47.75,13.20,14.26,6.18,5.27,20.73,8.37,5.16,43.56,64.24,16.92,10.39,2.82,27.29,8.02,35.10,53.93,15.71,8.88,1.59,40.92,21.94,7.72,12.78,5,0.4091
7.65,5.08,8.52,42.46,21.00,13.84,3.61,14.30,4.57,0.00,nan,25.30,50.91,17.22,11.77,4.66,25.68,34.15,15.24,5.02,84.22,28.95,15.52,7.99,2.22,32.25,10.85,32.48,24.20,3.96,18.76,3.35,82.20,29.44,12.14,7.43,1,0.4700
4.16,3.14,13.49,42.50,16.37,13.65,4.00,17.82,2.88,16.80,8.12,22.42,37.24,nan,16.62,9.83,28.13,33.48,19.27,3.19,58.53,24.92,16.94,10.70,3.19,42.48,14.94,39.92,13.89,9.47,17.05,2.96,55.15,19.66,3.71,9.69,1,0.4255
11.01,4.52,11.04,39.28,15.63,7.58,5.40,16.17,4.16,11.66,15.52,20.94,41.50,11.65,13.22,13.99,19.49,44.55,12.27,1.39,37.02,36.83,14.44,18.64,1.43,49.23,15.87,nan,26.71,13.28,14.41,1.65,36.99,41.79,8.69,9.34,4,0.4260
10.38,4.18,12.31,21.51,11.28,8.36,3.11,12.66,3.83,8.77,21.35,18.82,23.12,14.12,10.58,11.32,17.93,40.03,16.24,3.60,46.55,33.79,7.61,14.65,nan,46.11,14.57,33.88,42.84,8.62,15.63,4.06,41.27,41.36,3.78,13.17,1,0.4049
14.17,3.34,12.60,28.99,10.37,nan,6.10,15.95,3.87,11.39,17.98,11.26,31.16,10.28,nan,8.55,18.77,41.87,13.63,5.46,33.40,43.31,11.74,18.63,0.19,45.05,17.11,30.74,40.28,15.07,nan,nan,39.55,39.46,11.72,12.18,4,0.4148
15.85,4.11,12.68,nan,0.00,8.22,3.80,18.12,3.78,9.27,nan,2.47,33.20,10.10,3.15,4.18,8.05,43.01,nan,4.67,26.31,67.78,16.37,10.85,3.49,46.86,7.03,nan,74.79,14.02,18.53,2.69,46.01,22.84,9.90,3.75,3,0.4122
5.53,3.36,18.70,47.57,16.50,13.95,3.13,16.39,2.20,nan,8.68,29.60,48.39,15.22,13.09,9.65,27.15,45.75,17.81,5.69,65.43,20.44,16.45,12.06,3.95,47.95,7.88,31.52,19.34,6.45,22.54,1.14,70.89,35.83,8.53,8.44,1,0.4738
17.09,4.70,7.62,13.02,15.70,11.21,3.99,nan,3.21,15.26,15.17,11.81,22.25,16.90,10.36,7.96,nan,56.00,12.28,3.76,39.71,71.07,7.45,19.65,3.52,50.15,12.88,nan,40.29,nan,13.99,2.79,26.77,34.38,12.82,9.78,1,0.4254
5.34,6.12,10.83,14.30,5.49,15.96,2.94,10.98,2.64,17.03,8.44,22.01,18.69,13.98,4.34,5.55,12.34,38.77,15.37,4.85,42.01,55.33,14.66,11.70,1.56,33.24,15.63,36.58,nan,7.04,4.96,4.15,47.93,32.51,6.28,8.75,1,0.3803
9.68,3.06,6.94,29.03,13.96,4.99,nan,nan,3.26,6.91,24.55,6.13,13.22,13.14,14.72,2.21,7.51,26.25,14.86,3.60,28.51,50.24,17.42,13.43,3.84,30.19,14.52,38.55,71.53,18.34,14.75,nan,46.10,11.50,6.37,11.37,0,0.3675
10.41,3.51,9.12,36.37,14.09,6.11,1.93,11.99,nan,11.59,nan,10.13,14.19,15.34,12.28,3.59,20.01,51.63,12.22,2.87,38.25,54.42,9.48,20.63,0.52,35.91,11.37,37.95,50.87,13.55,16.19,4.39,29.30,33.70,6.14,7.46,0,0.3879
10.11,3.75,11.76,36.03,8.09,3.05,3.11,10.26,3.61,12.42,24.11,9.46,10.44,12.96,12.44,6.49,24.76,nan,10.20,2.23,18.86,44.40,9.15,18.21,3.17,40.59,11.41,34.58,51.37,17.75,18.18,1.24,30.44,45.61,13.30,5.91,0,0.3774
10.47,4.26,13.91,49.52,11.31,10.61,1.55,17.82,4.51,nan,20.75,11.07,36.38,4.52,14.92,2.44,18.12,29.20,9.17,5.73,46.23,40.02,9.98,15.69,3.62,29.79,16.89,30.39,55.73,18.55,13.86,2.35,36.16,29.64,1.19,nan,1,0.3950
16.62,2.60,13.71,36.05,15.45,12.06,3.12,11.01,1.60,nan,28.16,8.07,39.88,13.10,10.56,7.07,14.25,41.21,10.27,5.21,39.30,35.68,16.02,18.57,3.64,41.41,14.80,nan,73.17,20.17,18.61,2.78,41.62,36.26,nan,8.94,4,0.4341
12.01,5.09,3.83,33.41,9.69,6.31,3.41,15.15,3.61,10.32,20.87,12.66,20.57,11.05,16.06,12.49,18.91,57.73,13.63,5.92,25.32,41.31,9.69,16.91,3.54,42.64,7.31,39.89,53.32,17.42,16.41,2.05,15.19,30.64,7.90,5.48,0,0.3784
6.92,4.90,12.92,13.71,4.37,16.94,1.68,16.55,3.99,9.50,21.86,8.19,24.56,14.56,7.55,13.61,24.72,73.14,7.67,1.98,16.52,42.40,5.66,23.41,1.66,24.26,7.99,25.48,43.02,13.31,8.96,1.34,16.05,72.72,14.75,10.39,2,0.3705
nan,4.96,13.42,26.05,7.84,12.58,nan,16.43,4.46,11.58,17.21,10.67,29.55,13.14,nan,11.10,20.02,40.93,nan,4.46,37.24,41.15,10.89,10.76,3.60,40.53,nan,29.41,49.41,nan,9.96,3.40,35.52,42.07,4.46,11.55,1,0.3937
13.88,3.34,9.93,29.29,10.39,13.75,1.23,18.03,4.84,8.54,22.31,9.24,33.55,nan,10.70,8.15,10.13,48.22,9.97,3.82,33.90,56.41,14.33,17.66,1.71,35.26,5.70,nan,65.74,9.93,12.95,5.19,21.52,26.22,2.52,8.72,4,0.3945
15.21,4.17,11.00,28.32,12.06,13.84,3.33,12.81,4.69,9.63,15.86,10.58,34.56,7.79,13.55,nan,17.26,38.32,7.59,4.44,30.31,59.18,11.69,18.47,3.31,28.95,12.13,36.31,51.57,14.54,11.55,4.26,nan,35.77,9.49,9.93,1,0.3906
17.25,3.00,9.00,21.51,9.06,8.98,3.51,12.89,2.42,11.69,19.88,14.10,23.40,10.77,13.38,8.91,17.04,35.81,16.84,4.95,32.09,46.13,12.26,18.45,3.15,40.59,12.81,37.09,47.03,13.96,14.02,4.97,25.97,nan,7.08,12.81,4,0.3851
nan,3.84,9.72,34.24,15.47,9.66,4.34,11.47,3.13,7.87,15.12,16.33,34.79,nan,3.54,8.05,13.55,47.19,12.26,3.60,56.54,47.54,10.84,15.93,3.41,45.04,13.31,28.79,52.89,12.36,15.36,4.22,48.18,41.51,4.36,9.91,2,0.4432
14.87,3.41,6.52,17.45,15.76,12.94,5.46,7.17,6.12,9.51,8.71,18.38,37.91,13.10,12.27,11.62,5.77,24.92,6.86,5.24,30.20,58.93,16.32,5.03,5.88,32.77,nan,35.23,53.64,19.47,3.29,5.79,32.70,26.27,9.17,11.17,5,0.3886
16.56,3.76,10.91,25.23,14.23,12.57,3.16,17.54,3.77,7.98,16.59,9.19,29.03,10.57,8.40,8.14,16.13,38.57,17.78,3.37,52.09,57.67,9.50,17.91,3.53,48.87,13.27,30.81,nan,10.34,nan,1.65,36.10,31.42,8.31,6.68,1,0.4264
12.38,2.30,12.29,36.38,11.24,6.40,4.25,11.78,4.41,15.34,11.41,22.29,11.66,5.51,12.04,5.27,20.95,39.38,11.14,5.05,40.25,66.94,2.77,6.52,6.92,48.33,5.77,46.48,43.03,12.61,8.93,4.24,23.15,28.86,nan,4.32,5,0.3804
nan,nan,3.27,19.20,17.83,7.93,5.05,nan,2.91,14.00,nan,14.26,17.27,8.06,6.69,10.01,3.01,45.54,18.83,4.40,nan,88.72,13.78,23.28,4.89,54.71,11.71,24.33,44.83,10.35,4.58,2.75,22.68,24.18,13.23,3.08,5,0.4060
7.25,4.09,13.48,42.12,15.82,12.31,3.70,16.91,2.75,13.04,9.53,18.86,43.72,16.95,15.45,7.12,20.82,32.36,14.87,1.17,nan,26.73,21.05,8.70,1.39,44.40,17.02,37.16,25.73,10.76,19.91,3.12,67.94,17.06,7.54,8.10,1,0.4435
12.95,5.51,18.98,15.38,13.36,8.10,4.00,10.47,1.11,8.71,13.13,18.12,16.73,10.78,2.74,10.17,nan,21.19,21.97,4.52,51.40,nan,3.41,13.11,4.31,45.91,11.25,19.65,34.91,10.70,4.33,3.54,48.53,55.96,6.05,17.37,5,0.4021
15.89,5.84,10.30,43.61,15.55,5.23,3.58,12.63,2.18,7.35,15.32,17.43,36.77,14.19,10.37,7.79,18.18,37.54,8.87,4.36,48.83,50.14,11.38,16.10,1.98,44.26,13.55,25.77,45.72,13.76,14.45,4.61,35.76,38.70,4.73,7.07,2,0.4209
11.56,3.10,8.50,21.55,10.16,13.68,7.09,16.23,4.32,11.94,20.27,13.29,27.15,12.38,7.93,12.05,15.17,52.05,12.58,3.10,39.82,41.10,9.79,12.88,3.00,48.79,14.62,nan,50.62,12.89,11.70,3.79,29.57,35.36,nan,7.03,1,0.4066
8.41,5.25,11.51,39.40,12.75,3.80,4.55,10.75,3.55,7.35,13.84,20.00,17.95,7.51,11.75,9.57,25.40,28.78,14.80,0.00,38.55,51.51,9.67,11.06,2.31,38.07,6.72,25.19,40.07,8.10,8.79,5.14,35.11,35.78,5.44,5.28,5,0.3664
18.06,5.50,15.59,33.73,nan,nan,4.65,21.86,4.23,11.01,16.55,11.80,32.26,12.22,15.00,8.87,17.26,nan,14.99,5.21,36.53,53.72,11.10,18.47,1.83,51.87,14.60,23.75,31.02,14.45,nan,4.98,30.56,35.13,7.85,9.03,4,0.4084
10.37,1.41,11.05,25.31,nan,9.69,3.99,13.75,1.46,6.11,nan,18.78,29.85,7.51,12.03,9.00,8.44,25.91,20.66,3.36,40.32,nan,15.16,8.16,3.84,47.29,10.89,nan,41.72,13.75,11.47,4.07,61.38,21.64,14.18,6.93,1,0.4115
8.17,7.02,16.26,43.77,19.95,16.77,3.68,20.74,2.09,15.13,3.62,25.75,49.56,18.17,16.87,9.00,27.44,45.59,21.15,4.30,78.65,25.27,15.27,13.49,1.19,50.53,10.97,42.36,6.55,9.06,22.66,2.19,65.87,25.68,7.37,8.26,1,0.4893
12.73,3.91,4.75,21.84,9.13,15.49,4.31,15.90,4.38,9.10,19.56,16.08,39.56,16.27,10.51,9.07,16.62,55.54,7.97,3.36,45.64,24.84,12.41,15.26,2.81,36.41,19.72,40.15,44.86,12.93,16.92,3.14,36.46,38.13,7.95,11.67,4,0.4176
13.17,3.92,13.46,37.44,14.59,12.15,6.35,20.98,2.45,15.79,9.49,20.70,43.94,14.80,17.40,12.21,26.03,30.82,18.38,2.79,61.03,25.80,16.85,11.59,2.35,55.26,18.35,36.23,11.97,10.13,nan,3.44,48.19,21.65,5.07,6.85,1,0.4417
5.59,3.47,13.49,38.22,5.48,10.57,3.37,19.55,1.47,6.00,19.48,16.79,31.42,15.36,11.15,7.55,14.58,58.34,9.24,3.86,33.53,46.53,12.41,23.47,3.91,33.76,13.19,13.99,33.92,12.09,9.66,3.94,33.45,52.15,8.83,0.00,4,0.3893
14.77,3.84,14.97,41.05,14.14,11.98,3.53,15.43,4.98,14.25,8.43,24.31,nan,13.46,19.08,nan,23.55,27.29,15.63,nan,57.52,30.94,19.15,5.03,2.88,49.70,11.47,48.36,28.20,10.77,nan,4.57,62.36,9.87,10.19,7.77,1,0.4487
11.22,3.87,10.07,30.04,9.45,11.68,3.75,15.05,3.81,13.50,18.16,16.23,28.77,14.03,11.86,8.43,18.12,55.47,8.90,5.56,28.00,nan,13.28,19.35,2.92,36.47,11.15,31.53,39.29,12.61,11.83,2.71,24.25,40.49,9.73,6.52,4,0.3917
13.22,2.41,14.44,28.16,6.35,12.66,3.34,10.97,4.16,15.44,12.66,24.43,nan,9.68,6.94,6.05,16.59,30.48,18.55,5.04,nan,41.32,16.43,15.65,3.75,41.33,15.57,29.26,33.35,14.66,10.44,2.47,47.16,35.01,5.93,11.92,1,0.4091
9.34,nan,10.99,34.04,12.56,15.49,4.20,17.34,3.75,13.37,28.75,nan,35.84,8.99,13.13,7.49,10.73,52.21,13.03,3.91,25.06,39.27,19.23,25.83,4.35,37.55,18.26,32.92,59.35,16.15,19.07,6.33,nan,24.03,6.49,nan,3,0.4158
10.27,3.45,14.08,33.83,9.63,8.92,5.23,15.22,4.99,11.49,16.15,7.19,22.01,8.49,10.18,nan,14.70,27.90,11.94,5.87,27.31,75.29,14.79,21.86,2.64,28.76,12.82,24.24,45.22,7.47,7.64,nan,27.79,29.54,4.35,7.92,0,0.3635
8.61,4.09,12.75,31.06,16.99,nan,2.55,19.94,0.82,10.96,5.41,24.46,53.75,18.71,14.58,11.06,21.53,42.81,16.86,5.32,73.63,21.76,15.93,13.06,3.11,46.74,18.42,36.33,9.18,7.59,19.23,3.56,66.24,32.14,9.22,9.09,1,0.4750
10.01,3.62,13.93,18.19,8.64,12.80,nan,13.92,0.99,15.08,17.23,6.32,19.90,nan,11.25,12.07,nan,59.61,11.61,3.73,18.33,57.65,8.34,nan,4.06,30.66,nan,32.53,39.47,17.00,nan,4.08,16.55,56.83,12.46,10.15,2,0.3755
9.39,2.85,7.97,37.70,12.51,6.08,4.35,19.61,2.88,14.22,20.93,6.19,18.74,14.17,9.04,nan,10.73,57.78,nan,4.15,29.77,53.54,15.00,14.49,2.08,52.88,1.81,42.72,66.48,10.88,22.48,nan,43.54,10.42,6.55,12.70,2,0.4181
15.02,3.02,13.06,26.24,13.81,10.79,3.02,11.37,4.20,13.45,15.59,14.00,24.15,13.80,14.80,3.78,18.14,nan,10.55,1.85,33.44,65.34,13.13,19.01,2.10,33.43,11.39,36.86,38.48,11.89,11.41,2.69,29.76,32.92,11.49,8.26,1,0.3923
10.87,4.30,11.04,30.56,8.13,15.31,5.40,20.01,3.39,14.07,13.82,24.04,51.08,19.87,13.05,16.31,29.38,49.21,11.64,2.51,44.82,2.46,19.39,10.44,2.98,43.64,15.97,27.28,15.66,12.44,15.38,3.84,43.90,43.58,8.35,10.31,1,0.4238
7.34,3.30,16.27,36.06,13.00,17.16,4.21,22.89,2.86,15.32,10.10,26.01,46.78,14.82,10.13,11.95,27.39,50.56,19.52,2.02,65.64,12.74,12.72,12.90,4.62,53.28,16.15,29.83,8.27,11.88,16.53,3.59,59.57,42.52,7.09,11.90,1,0.4678
12.84,2.00,11.98,28.81,9.66,7.70,3.06,11.36,3.93,13.42,10.91,22.61,25.30,8.93,9.73,4.44,8.54,30.62,13.80,5.59,37.42,64.80,10.97,17.98,4.28,39.65,16.16,30.44,33.54,14.22,8.16,1.52,37.32,34.69,5.44,12.28,1,0.3954
16.77,3.66,14.31,26.08,7.11,15.24,3.67,18.57,2.09,nan,3.48,5.56,49.73,15.21,5.60,9.01,7.97,39.97,6.82,3.01,40.19,62.01,15.03,6.03,3.21,48.50,10.04,47.81,58.84,10.40,20.85,4.00,53.88,24.17,10.36,13.29,3,0.4507
7.26,4.18,12.68,49.68,12.59,12.76,4.91,15.95,3.19,9.24,3.41,26.96,49.78,13.38,11.13,7.04,29.26,42.19,16.60,2.83,nan,16.49,16.63,11.39,4.05,40.28,13.42,33.46,18.12,10.17,22.60,3.36,73.66,nan,9.84,9.26,1,0.4645
5.83,4.99,13.55,42.58,16.50,12.52,nan,20.13,2.74,nan,7.72,21.42,48.11,13.17,14.18,13.76,23.02,37.87,18.58,3.55,60.97,19.53,16.26,13.59,1.84,52.61,20.76,33.47,11.49,12.34,19.85,3.24,59.42,28.45,3.64,11.93,1,0.4585
16.58,3.53,10.21,23.64,13.51,7.20,6.55,nan,2.38,16.97,13.14,21.11,nan,7.97,8.41,7.71,4.97,43.44,13.25,nan,24.69,80.47,11.55,22.91,3.58,51.12,14.15,29.93,39.09,nan,9.12,nan,26.48,36.85,11.94,8.87,5,0.4125
4.59,4.39,13.36,39.82,9.93,9.75,5.15,16.19,2.32,nan,19.06,10.22,26.44,11.14,8.21,8.64,12.64,50.08,11.84,6.54,19.31,59.46,17.07,19.21,2.99,34.60,nan,19.06,53.66,11.80,10.02,3.10,34.76,nan,7.70,5.76,0,0.3818
12.85,3.48,15.11,20.52,4.94,10.80,3.22,14.84,3.30,9.52,12.84,5.00,36.09,12.35,12.50,12.99,19.20,29.58,11.09,4.09,28.23,43.92,11.35,18.19,3.55,29.98,16.90,34.01,42.42,13.23,16.52,3.46,34.87,46.46,7.02,nan,4,0.3838
10.52,4.84,13.12,nan,8.15,9.92,1.70,20.19,4.39,13.34,20.27,9.27,28.13,14.22,6.20,6.57,nan,45.78,18.19,2.94,29.93,39.89,19.03,8.21,1.27,60.47,13.06,32.35,56.29,13.57,18.46,3.77,67.04,17.04,13.69,12.46,4,0.4387
10.47,2.47,14.67,16.52,6.34,11.34,5.44,14.83,3.77,15.92,18.58,20.70,11.52,12.43,17.76,7.13,19.73,51.51,13.91,4.82,25.37,47.65,6.30,13.89,3.44,41.24,9.39,42.77,28.14,15.87,9.48,5.53,24.89,41.07,13.33,7.42,4,0.3710
9.90,5.27,6.71,37.23,4.69,5.18,3.49,12.04,6.21,10.30,14.71,19.31,27.98,7.66,7.67,9.03,9.50,45.39,13.75,nan,20.70,53.92,16.24,20.62,5.57,37.88,10.45,24.95,49.51,11.46,14.26,2.26,34.40,33.59,6.73,9.55,5,0.3862
11.15,nan,12.04,33.74,18.29,1.45,5.91,13.41,1.98,13.37,21.69,4.84,16.93,15.26,11.35,5.47,4.41,32.87,15.92,nan,34.26,61.30,14.32,12.45,2.91,nan,16.35,nan,60.71,16.21,18.31,nan,53.51,12.74,6.72,11.57,0,0.4209
5.57,4.15,12.72,30.21,11.56,2.77,nan,12.42,3.00,nan,22.13,5.68,13.73,16.56,16.57,11.16,15.99,27.88,18.61,5.99,36.31,34.34,15.03,10.04,2.50,48.31,16.25,39.96,52.86,11.78,21.12,2.56,52.57,16.58,3.42,7.57,0,0.3831
19.93,5.26,22.58,16.29,18.79,6.84,5.04,5.45,3.10,15.67,27.17,5.40,13.65,nan,11.49,10.48,6.85,21.78,21.04,2.36,26.80,65.77,11.71,13.39,3.44,67.68,11.22,37.66,74.01,20.98,16.09,3.11,41.72,24.50,10.13,11.80,0,0.4318
nan,4.17,11.61,39.71,13.18,6.33,4.84,9.24,3.63,9.36,9.37,22.19,27.98,6.32,8.35,6.74,25.25,nan,13.81,6.47,44.98,61.57,8.84,16.36,3.60,37.25,7.65,25.54,38.58,12.32,8.19,4.34,28.18,42.85,6.12,8.98,5,0.3951
6.90,3.82,14.03,20.51,10.04,6.88,4.97,12.34,3.84,10.71,12.23,nan,21.67,11.79,4.19,12.75,16.94,47.41,18.29,4.89,41.48,37.30,6.74,9.73,2.53,58.72,14.46,23.15,27.01,11.47,11.50,3.00,nan,54.08,14.84,10.85,5,0.4294
13.73,nan,14.03,32.51,15.82,nan,2.70,12.56,4.34,12.14,20.93,17.86,31.74,17.57,9.23,7.08,18.61,42.41,11.78,4.07,43.47,37.86,nan,12.43,1.60,47.11,12.11,29.74,46.69,14.65,14.72,2.87,46.48,37.10,7.68,12.62,4,0.4294
12.38,6.64,3.48,40.39,13.24,9.68,4.43,8.36,3.41,8.95,13.10,15.86,32.39,5.20,4.90,6.11,13.51,39.60,14.81,3.53,38.72,nan,17.54,15.55,2.16,36.70,10.07,34.23,64.85,12.55,16.06,nan,43.99,20.48,7.14,10.13,4,0.4141
11.38,5.29,10.99,31.62,10.02,11.97,4.20,12.99,nan,8.18,10.93,15.95,35.88,nan,12.63,4.11,19.77,35.08,13.98,3.79,46.04,40.53,12.51,19.82,4.20,27.76,18.38,35.30,33.40,14.13,16.96,2.93,50.08,38.46,10.42,14.32,1,0.4148
14.47,3.84,13.56,19.67,14.11,12.02,3.79,15.05,2.77,nan,17.28,18.33,28.81,12.90,12.06,11.24,15.80,33.82,14.94,1.37,40.06,54.19,12.59,14.70,4.03,48.04,11.99,30.43,35.66,7.35,8.86,nan,30.91,31.96,6.67,9.29,4,0.4027
11.67,3.63,10.62,32.98,18.59,7.03,4.68,14.10,4.29,nan,10.28,16.43,26.47,10.70,8.86,7.33,21.68,34.29,15.63,3.17,50.82,48.29,9.90,8.34,2.53,52.18,15.30,29.12,31.88,nan,11.02,1.88,55.92,33.41,13.57,9.12,5,0.4305
